id,date,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqm_living,sqm_lot,sqm_above,sqm_basement,sqm_living15,sqm_lot15
9297300055,20150124,650000,4,3.0,2.0,0,3,3,9,1979,0,98126,47.5714,-122.375,274,464,183,90,198,371
1875500060,20140731,395000,3,2.0,2.0,0,0,3,7,1994,0,98019,47.7277,-121.962,175,1304,175,0,175,1302
6865200140,20140529,485000,4,1.0,1.5,0,0,4,7,1916,0,98103,47.6648,-122.343,148,399,148,0,149,399
16000397,20141205,189000,2,1.0,1.0,0,0,4,7,1921,0,98002,47.3089,-122.21,111,915,111,0,98,473
7983200060,20150424,230000,3,1.0,1.0,0,0,4,7,1969,0,98003,47.3343,-122.306,116,908,116,0,118,822
6300500875,20140514,385000,4,1.75,1.0,0,0,4,7,1947,0,98133,47.7025,-122.341,150,462,79,70,130,462
2524049179,20140826,2000000,3,2.75,1.0,0,4,3,9,1968,0,98040,47.5316,-122.233,283,4168,216,66,381,1889
7137970340,20140703,285000,5,2.5,2.0,0,0,3,8,1995,0,98092,47.3266,-122.169,210,585,210,0,208,650
8091400200,20140516,252700,2,1.5,1.0,0,0,3,7,1985,0,98030,47.3533,-122.166,99,895,99,0,113,779
3814700200,20141120,329000,3,2.25,2.0,0,0,4,8,1985,0,98030,47.3739,-122.172,227,603,227,0,204,637
1202000200,20141103,233000,3,2.0,1.5,0,0,5,6,1941,0,98002,47.3048,-122.218,158,436,158,0,95,437
1794500383,20140626,937000,3,1.75,2.0,0,0,3,8,1915,0,98119,47.6386,-122.36,227,250,162,65,163,331
3303700376,20141201,667000,3,1.0,1.5,0,0,5,8,1909,0,98112,47.6221,-122.314,130,146,130,0,172,358
5101402488,20140624,438000,3,1.75,1.0,0,0,3,7,1948,0,98115,47.695,-122.304,141,592,73,67,141,579
1873100390,20150302,719000,4,2.5,2.0,0,0,3,8,2005,0,98052,47.7073,-122.11,238,666,238,0,244,559
8562750320,20141110,580500,3,2.5,2.0,0,0,3,8,2003,0,98027,47.5391,-122.07,215,369,215,0,239,369
2426039314,20141201,280000,2,1.5,3.0,0,0,3,7,2005,0,98133,47.7274,-122.357,110,117,110,0,129,163
461000390,20140624,687500,4,1.75,1.5,0,0,4,7,1929,0,98117,47.6823,-122.368,216,464,140,76,135,464
7589200193,20141110,535000,3,1.0,1.5,0,0,4,8,1929,0,98117,47.6889,-122.375,101,278,101,0,145,471
7955080270,20141203,322500,4,2.75,1.0,0,0,3,7,1981,0,98058,47.4276,-122.157,191,618,118,72,187,810
9547205180,20140613,696000,3,2.5,1.5,0,0,3,8,1930,2002,98115,47.6827,-122.31,213,284,140,73,147,303
9435300030,20140528,550000,4,1.0,1.0,0,0,1,5,1933,0,98052,47.6621,-122.132,154,3237,86,67,200,1065
2768000400,20141230,640000,4,2.0,2.0,0,0,4,8,1904,0,98107,47.6702,-122.362,219,557,219,0,160,436
7895500070,20150213,240000,4,1.0,1.0,0,0,2,7,1969,0,98001,47.3341,-122.282,113,750,82,30,119,724
2078500320,20140620,605000,4,2.5,2.0,0,0,3,8,1996,0,98056,47.5301,-122.18,243,701,243,0,243,1104
5547700270,20140715,625000,4,2.5,2.0,0,0,3,9,2000,0,98074,47.6145,-122.027,238,512,238,0,229,526
7766200013,20140811,775000,4,2.25,1.0,0,0,3,8,1984,0,98166,47.445,-122.347,392,2246,241,150,223,2844
7203220400,20140707,861990,5,2.75,2.0,0,0,3,9,2014,0,98053,47.6848,-122.016,333,523,333,0,336,523
9270200160,20141028,685000,3,1.0,2.0,0,0,3,7,1922,0,98119,47.6413,-122.364,145,211,145,0,146,245
1432701230,20140729,309000,3,1.0,1.0,0,0,4,6,1959,0,98058,47.4485,-122.175,118,897,85,33,124,818
8035350320,20140718,488000,3,2.5,2.0,0,0,3,8,2003,0,98019,47.7443,-121.977,293,1263,293,0,283,857
8945200830,20150325,210490,3,1.0,1.0,0,0,3,6,1966,0,98023,47.3066,-122.371,91,792,91,0,114,821
4178300310,20140716,785000,4,2.5,2.0,0,0,4,9,1981,0,98007,47.6194,-122.151,212,1246,212,0,248,1271
9215400105,20150428,450000,3,1.75,1.0,0,0,4,7,1953,0,98115,47.6796,-122.301,116,553,116,0,90,473
822039084,20150311,1350000,3,2.5,1.0,1,2,5,9,1953,0,98070,47.4041,-122.451,255,6039,201,54,248,6736
5245600105,20140916,228000,3,1.0,1.0,0,0,3,7,1955,0,98148,47.4258,-122.322,110,854,110,0,110,869
7231300125,20150217,345000,5,2.5,1.0,0,0,4,8,1966,0,98056,47.4934,-122.189,292,848,152,140,184,848
7518505990,20141231,600000,3,1.75,1.0,0,0,4,7,1950,0,98117,47.6808,-122.384,130,379,92,38,130,379
3626039271,20150205,585000,2,1.75,1.0,0,0,3,7,1981,0,98117,47.6989,-122.369,183,794,91,91,137,625
4217401195,20150303,920000,5,2.25,1.5,0,0,3,8,1927,0,98105,47.6571,-122.281,253,557,197,55,253,557
9822700295,20140512,885000,4,2.5,2.0,0,0,3,9,1995,0,98105,47.6597,-122.29,262,464,262,0,181,464
9478500640,20140819,292500,4,2.5,2.0,0,0,3,7,2008,0,98042,47.3663,-122.114,209,417,209,0,209,418
2799800710,20150407,301000,3,2.5,2.0,0,0,3,8,2003,0,98042,47.3663,-122.122,224,441,224,0,249,441
7922800400,20140827,951000,5,3.25,2.0,0,4,4,8,1968,0,98008,47.588,-122.116,301,1332,301,0,274,1026
8079040320,20150223,430000,4,3.0,2.0,0,0,3,8,1991,0,98059,47.5059,-122.149,171,926,171,0,210,793
1516000055,20141210,650000,3,2.25,1.0,0,3,4,8,1959,0,98166,47.4336,-122.339,199,1972,147,52,238,1755
9558200045,20140828,289000,3,1.75,1.0,0,0,3,7,1954,0,98148,47.4366,-122.335,117,780,117,0,119,812
5072410070,20141021,505000,3,1.75,2.0,0,0,5,8,1973,0,98166,47.4428,-122.344,234,807,234,0,232,882
9528102996,20141207,549000,3,1.75,3.0,0,0,3,8,2014,0,98115,47.6765,-122.32,143,96,143,0,146,287
1189001180,20140603,425000,3,2.25,1.0,0,0,3,7,1979,0,98122,47.6113,-122.297,154,557,103,51,133,379
3253500160,20141120,317625,3,2.75,1.5,0,0,5,7,1925,0,98144,47.5747,-122.304,257,353,164,92,133,371
3394100030,20140909,975000,4,2.5,2.0,0,0,3,10,1989,0,98004,47.5815,-122.192,252,1026,252,0,255,1026
3717000160,20141009,287000,4,2.5,2.0,0,0,3,7,2005,0,98001,47.3378,-122.257,208,431,208,0,206,423
1274500060,20140825,204000,3,1.0,1.0,0,0,4,7,1968,0,98042,47.3621,-122.11,92,1121,92,0,93,1173
1802000060,20140612,1325000,5,2.25,1.0,0,0,3,8,1965,0,98004,47.6303,-122.215,297,1872,148,148,314,1872
1525059190,20140912,1040000,5,3.25,1.0,0,0,4,11,1973,0,98005,47.6525,-122.16,443,4653,285,157,327,3615
1049000060,20150105,325000,3,2.0,1.0,0,0,4,7,1972,0,98034,47.7362,-122.179,117,521,117,0,152,440
8820901275,20140610,571000,4,2.0,1.5,0,0,5,7,1916,0,98125,47.7168,-122.287,255,725,209,46,140,725
5416510140,20140710,360000,4,2.5,2.0,0,0,3,8,2005,0,98038,47.3608,-122.036,221,464,221,0,224,464
3444100400,20150316,349000,3,1.75,1.0,0,0,5,7,1965,0,98042,47.3511,-122.073,166,4694,101,65,180,4694
3276920270,20141105,832500,4,4.0,2.0,0,0,4,10,1986,0,98075,47.5822,-121.987,318,3261,222,96,301,3253
4036801170,20141013,380000,4,1.75,1.0,0,0,3,7,1956,0,98008,47.6034,-122.125,163,678,81,81,156,696
2391600320,20150420,480000,3,1.0,1.0,0,0,3,7,1941,0,98116,47.5636,-122.394,96,470,96,0,82,470
6300000287,20140609,410000,3,1.0,1.0,0,0,4,7,1956,0,98133,47.7073,-122.34,130,470,84,46,104,528
1531000030,20150323,720000,4,2.5,2.0,0,0,3,10,2002,0,98010,47.342,-122.025,320,3686,320,0,311,3692
5104520400,20141202,390000,3,2.5,2.0,0,0,3,8,2003,0,98038,47.3512,-122.008,218,473,218,0,218,498
7437100340,20141222,360000,4,2.5,2.0,0,0,3,7,1992,0,98038,47.349,-122.031,176,547,176,0,173,595
9418400240,20141028,355000,2,1.0,1.0,0,0,3,7,1948,0,98118,47.5474,-122.291,187,624,93,93,159,624
1523059105,20150128,356000,3,1.5,1.0,0,0,3,8,1964,0,98059,47.4811,-122.149,156,809,156,0,171,817
1133000671,20140602,315000,3,1.0,1.0,0,0,3,6,1952,0,98125,47.7264,-122.31,89,616,89,0,145,669
4232902595,20141114,940000,3,1.5,2.0,0,0,3,9,1925,0,98119,47.6337,-122.365,198,334,176,22,187,445
2599001200,20141103,305000,5,2.25,1.5,0,0,5,7,1961,0,98092,47.2909,-122.189,247,780,247,0,147,758
3342103156,20140618,461000,3,3.25,2.0,0,0,3,9,2006,0,98056,47.5228,-122.199,257,583,183,73,176,682
1332700270,20140519,215000,2,2.25,2.0,0,0,4,7,1979,0,98056,47.518,-122.194,149,189,149,0,181,188
3869900162,20140904,335000,2,1.75,2.0,0,0,3,7,2006,0,98136,47.5394,-122.387,95,99,71,24,95,102
2791500270,20140522,243500,4,2.5,2.0,0,0,3,7,1988,0,98023,47.2897,-122.372,183,687,183,0,183,697
5036300431,20150311,1099880,5,2.75,2.0,0,0,4,10,2001,0,98199,47.6506,-122.391,327,590,327,0,234,580
4168000060,20150226,153000,3,1.0,1.0,0,0,3,7,1962,0,98023,47.322,-122.351,111,975,111,0,125,975
6021501535,20140725,430000,3,1.5,1.0,0,0,3,8,1939,0,98117,47.687,-122.386,146,464,119,26,145,418
6021501535,20141223,700000,3,1.5,1.0,0,0,3,8,1939,0,98117,47.687,-122.386,146,464,119,26,145,418
1483300570,20140908,905000,4,2.5,1.0,0,0,3,7,1946,1991,98040,47.5873,-122.249,306,952,222,84,181,561
3422049190,20150330,247500,3,1.75,1.0,0,0,3,7,1967,0,98032,47.3576,-122.277,182,1456,182,0,162,1450
1099611230,20140912,199000,4,1.5,1.0,0,0,4,7,1975,0,98023,47.3036,-122.378,107,594,107,0,107,594
722079104,20140711,314000,3,1.75,1.0,0,0,5,7,1980,0,98038,47.4109,-121.958,168,3883,112,55,153,12545
7338200240,20140516,437500,3,2.5,2.0,0,2,3,9,1992,0,98045,47.4838,-121.714,215,3423,215,0,236,3257
1952200240,20140611,850830,3,2.5,1.5,0,0,5,9,1910,0,98102,47.6415,-122.315,192,1230,117,74,204,418
5200100125,20141027,555000,3,2.0,1.5,0,0,4,7,1929,0,98117,47.6775,-122.372,183,323,133,50,149,323
7214720075,20141212,699950,3,2.25,2.0,0,0,4,8,1983,0,98077,47.7731,-122.08,203,9995,203,0,238,4438
2450000295,20141007,1088000,3,2.5,2.0,0,0,3,8,1950,2010,98004,47.5814,-122.196,271,753,271,0,220,753
6197800045,20140924,290000,3,1.0,1.0,0,0,3,7,1954,0,98058,47.4375,-122.184,112,3151,112,0,152,1385
1328310370,20150402,375000,3,2.5,1.0,0,0,4,8,1978,0,98058,47.4431,-122.133,217,929,135,81,209,758
546000875,20140523,460000,3,1.0,1.5,0,0,4,7,1939,0,98117,47.6878,-122.38,155,372,108,46,115,372
3530510041,20140723,188500,2,1.75,1.0,0,0,4,8,1985,0,98198,47.3813,-122.322,115,231,115,0,117,461
1853000400,20150305,680000,4,2.5,2.0,0,0,4,10,1991,0,98077,47.7304,-122.082,291,2604,291,0,277,3251
3134100116,20140827,470000,5,1.75,2.0,0,0,4,7,1942,0,98052,47.6417,-122.109,188,1146,188,0,232,876
9545230140,20140725,597750,4,2.5,2.0,0,0,3,8,1984,0,98027,47.5386,-122.053,214,894,214,0,180,895
3362400511,20150304,570000,3,1.75,1.0,0,0,5,6,1905,0,98103,47.6823,-122.349,117,309,65,52,128,328
2525310310,20140916,272500,3,1.75,1.0,0,0,4,7,1980,0,98038,47.3624,-122.031,143,1170,107,35,143,1082
6126500060,20141124,329950,3,1.75,1.0,0,2,3,7,1971,0,98108,47.5474,-122.295,193,554,100,92,194,510
8961960160,20141028,480000,4,2.5,2.0,0,3,3,9,2001,0,98001,47.3183,-122.253,300,1502,234,65,245,791
3626039325,20141121,740500,3,3.5,2.0,0,0,3,8,1900,1999,98117,47.6981,-122.368,406,589,258,148,170,589
3362400431,20140626,518500,3,3.5,3.0,0,0,3,8,2010,0,98103,47.6824,-122.347,147,102,147,0,150,294
4060000240,20140623,205425,2,1.0,1.0,0,0,4,6,1945,0,98178,47.5009,-122.248,81,629,81,0,110,629
3454800060,20150108,171800,4,2.0,1.0,0,0,3,6,1950,0,98168,47.4965,-122.303,145,891,145,0,174,836
1695900060,20150511,535000,4,1.0,1.5,0,0,4,7,1925,0,98144,47.587,-122.294,149,277,149,0,149,375
7278700070,20150102,660000,3,2.5,1.0,0,2,3,8,1964,0,98177,47.7728,-122.386,222,601,144,78,217,1008
6675500070,20141119,391500,3,2.0,1.0,0,0,3,7,1987,0,98034,47.7288,-122.226,134,848,134,0,146,845
3626039187,20150406,395000,2,1.0,1.0,0,0,3,6,1953,0,98117,47.6999,-122.364,71,557,71,0,158,557
3524049083,20141104,445000,4,1.75,1.5,0,0,5,7,1924,0,98118,47.5299,-122.266,195,408,159,35,171,408
3275860240,20140618,770000,3,2.25,2.0,0,0,3,9,1990,0,98052,47.6897,-122.098,270,947,270,0,250,1299
4389200955,20150302,1450000,4,2.75,1.5,0,0,3,8,1914,1992,98004,47.6141,-122.212,255,1652,183,71,284,1047
4058801670,20140717,445000,3,2.25,1.0,0,2,3,8,1967,0,98178,47.5091,-122.244,195,761,150,44,247,809
8732020310,20140717,260000,4,2.25,1.0,0,0,3,8,1978,0,98023,47.3129,-122.39,200,818,126,74,194,780
2331300505,20140613,822500,5,3.5,2.0,0,0,5,7,1926,0,98103,47.6763,-122.352,215,460,159,55,157,460
7853210060,20150406,430000,4,2.5,2.0,0,0,3,7,2004,0,98065,47.5319,-121.85,192,400,192,0,183,348
3668000070,20150105,212000,3,1.75,1.0,0,0,4,7,1986,0,98092,47.2761,-122.152,98,731,98,0,131,713
9545240070,20150428,660500,4,2.25,1.0,0,0,3,8,1986,0,98027,47.5343,-122.054,186,892,133,52,191,909
1243100136,20140612,784000,3,3.5,1.5,0,0,3,9,1989,0,98052,47.697,-122.072,366,10319,228,138,230,8221
8929000270,20140512,453246,3,2.5,2.0,0,0,3,8,2014,0,98029,47.5517,-121.998,186,212,129,57,157,154
2767602356,20150126,675000,4,3.5,3.0,0,0,3,9,2005,0,98107,47.6734,-122.38,198,211,198,0,143,212
921049315,20140813,199000,3,1.75,1.0,0,0,4,7,1956,0,98003,47.3257,-122.296,122,1615,122,0,144,1789
3655000070,20140805,220000,4,1.75,1.0,0,0,3,7,1968,0,98003,47.3309,-122.299,187,728,93,93,162,756
4027700812,20140529,452000,4,2.25,1.0,0,0,4,8,1968,0,98028,47.7689,-122.266,240,929,124,116,144,969
3992700335,20140707,382500,2,1.0,1.0,0,0,3,6,1981,0,98125,47.7135,-122.287,110,412,110,0,98,530
2767603505,20140507,519950,3,2.25,3.0,0,0,3,8,2014,0,98107,47.6722,-122.381,108,116,108,0,125,121
4232901525,20140627,665000,2,1.0,1.0,0,0,3,7,1925,0,98119,47.6338,-122.358,103,297,103,0,108,334
1777500060,20140708,527700,5,2.5,1.0,0,0,4,8,1968,0,98006,47.5707,-122.128,261,870,144,117,261,870
1432900240,20150508,205000,3,1.0,1.0,0,0,4,7,1962,0,98058,47.4563,-122.171,149,797,93,55,149,797
6140100875,20150415,420000,3,1.0,1.0,0,0,4,7,1923,0,98133,47.7144,-122.351,98,752,87,11,144,737
6071600370,20150227,500000,4,2.25,1.0,0,0,4,8,1961,0,98006,47.5495,-122.174,188,791,128,60,207,819
1526069017,20141203,921500,4,2.5,2.0,0,0,4,9,1994,0,98077,47.7421,-122.026,340,29299,340,0,263,8174
809001525,20140625,890000,4,1.0,2.0,0,0,3,8,1905,0,98109,47.6354,-122.353,236,371,220,16,204,371
3224079105,20140806,430000,2,2.5,2.0,0,0,3,7,2007,0,98027,47.5262,-121.943,224,5665,224,0,180,18008
8075400570,20141030,258000,5,2.0,1.0,0,0,4,8,1960,0,98032,47.3887,-122.286,209,1161,104,104,126,1672
1994200024,20141104,511000,3,1.0,1.0,0,0,3,7,1947,0,98103,47.6873,-122.336,132,320,91,41,134,427
3362900810,20140820,532170,3,2.0,2.0,0,0,3,8,1990,0,98103,47.6838,-122.353,126,287,126,0,139,287
1324300398,20150409,560000,3,1.0,1.5,0,0,3,7,1947,0,98107,47.655,-122.359,103,464,103,0,131,464
537000445,20150331,282950,3,1.0,1.0,0,0,4,7,1954,0,98003,47.3255,-122.304,116,761,116,0,156,802
7855801670,20150401,2250000,4,3.25,2.0,0,3,3,12,2006,0,98006,47.562,-122.162,481,1844,328,152,293,905
7920100045,20140516,350000,1,1.0,1.0,0,0,3,7,1942,0,98115,47.679,-122.3,65,473,65,0,93,473
8960000030,20140728,215000,3,1.0,1.0,0,0,4,7,1967,0,98058,47.4479,-122.176,109,712,109,0,110,712
6388930390,20141120,650000,5,3.5,2.0,0,0,3,9,1996,0,98056,47.525,-122.172,367,2345,232,135,245,1270
8731900200,20140807,320000,4,2.75,1.0,0,0,3,8,1967,0,98023,47.3135,-122.369,245,696,150,94,183,731
8029200135,20141113,247000,3,2.0,1.5,0,0,3,7,1916,2013,98022,47.2086,-121.996,117,668,117,0,107,668
1081200350,20141003,320000,4,1.75,1.0,0,0,4,8,1968,0,98059,47.4715,-122.118,163,1038,163,0,160,1038
84000105,20140507,255000,5,2.25,1.0,0,0,3,7,1962,0,98146,47.4877,-122.335,191,801,95,95,93,1085
3756500060,20150309,438000,3,1.75,1.0,0,0,3,7,1962,0,98034,47.7171,-122.193,165,897,165,0,111,897
7215720160,20150304,900000,3,2.5,2.0,0,0,3,10,2000,0,98075,47.6012,-122.023,315,1542,315,0,315,1170
3574800520,20140620,441000,3,2.75,1.0,0,0,3,7,1979,0,98034,47.7319,-122.224,177,676,107,69,158,757
2617300160,20140812,420000,3,2.0,1.0,0,0,4,7,1975,0,98027,47.4582,-122.023,187,3561,93,93,196,3399
2558660270,20141208,370000,3,1.75,1.0,0,0,3,7,1976,0,98034,47.7209,-122.168,146,650,109,37,152,696
2009000370,20150219,269950,2,1.75,1.0,0,0,5,5,1949,0,98198,47.408,-122.327,124,673,65,59,170,905
1836980160,20150324,807100,4,2.5,2.0,0,0,3,9,1999,0,98006,47.565,-122.125,248,417,248,0,271,418
3261020370,20140605,653000,3,2.5,1.0,0,0,4,8,1979,0,98034,47.7028,-122.231,248,905,149,99,230,812
1755700060,20140611,371500,3,2.0,1.0,0,0,5,7,1964,0,98133,47.7458,-122.331,127,774,127,0,164,677
4330600435,20150316,284000,3,1.75,1.0,0,0,3,7,1954,0,98166,47.4776,-122.337,144,1950,144,0,99,735
9542800700,20150102,272000,3,1.75,1.0,0,0,4,7,1978,0,98023,47.3026,-122.374,200,663,155,45,179,682
1999700045,20140502,313000,3,1.5,1.5,0,0,3,7,1955,0,98133,47.7658,-122.339,124,735,124,0,137,737
1762600070,20150116,917500,4,2.5,2.0,0,0,3,10,1984,0,98033,47.6477,-122.182,360,3251,238,121,347,3272
1687900520,20140929,673000,4,2.25,2.0,0,0,4,8,1980,0,98006,47.5619,-122.125,240,760,240,0,209,774
7234600798,20150210,425000,3,2.5,2.0,0,0,3,8,2008,0,98122,47.6106,-122.31,104,102,76,27,147,166
3881900445,20140709,399950,5,2.75,1.0,0,0,3,7,1986,0,98144,47.5868,-122.308,183,501,122,60,118,199
2254502445,20140530,385000,3,1.0,1.0,0,0,3,6,1901,0,98122,47.6101,-122.307,113,445,113,0,111,445
5437810320,20141117,269950,3,1.5,1.0,0,2,4,7,1975,0,98022,47.1976,-121.999,181,702,122,58,181,830
9158100075,20150107,330000,2,1.0,1.0,0,0,3,7,1949,0,98177,47.7224,-122.358,125,763,98,26,143,769
3830630310,20140725,260000,3,2.5,2.0,0,0,3,7,1988,0,98030,47.3505,-122.179,155,538,155,0,155,574
8123100045,20150414,470000,4,3.0,1.5,0,0,4,7,1925,0,98126,47.5384,-122.376,221,476,156,65,130,499
3127200041,20140613,589000,4,3.0,2.0,0,0,5,7,1961,0,98034,47.7044,-122.2,226,891,226,0,212,891
6661200320,20140723,163500,2,1.5,2.0,0,0,3,7,1996,0,98038,47.3848,-122.039,97,317,97,0,97,317
11510310,20140905,835000,4,2.75,2.0,0,0,3,9,1993,0,98052,47.6993,-122.102,290,1246,198,91,209,927
825059270,20141121,1095000,5,3.0,1.0,0,2,4,10,1986,0,98033,47.6627,-122.188,379,1193,194,185,235,954
8731951370,20150415,269000,4,1.75,1.0,0,0,4,8,1969,0,98023,47.3099,-122.379,138,929,102,36,203,827
1954440060,20140505,560000,3,2.5,2.0,0,0,3,8,1987,0,98074,47.62,-122.043,176,812,176,0,188,812
2264500350,20150418,615000,4,1.0,1.5,0,0,4,6,1901,0,98103,47.65,-122.34,123,222,123,0,123,408
1115810060,20141205,585188,3,2.25,1.0,0,0,3,8,1975,0,98052,47.6647,-122.153,207,931,132,74,207,867
9477200200,20140818,305000,3,1.75,1.0,0,0,3,7,1977,0,98034,47.726,-122.191,153,880,113,39,143,780
1432600560,20141105,166950,3,1.0,1.0,0,0,3,6,1959,0,98058,47.4616,-122.184,110,819,110,0,114,741
2287000060,20140912,799000,3,2.5,1.0,0,0,4,8,1959,0,98040,47.5505,-122.219,198,919,198,0,248,936
3663500060,20140625,400000,3,2.5,1.0,0,0,4,7,1962,0,98133,47.7606,-122.336,202,697,131,70,176,726
3996900125,20141201,230000,3,1.0,1.0,0,0,3,7,1948,0,98155,47.7481,-122.3,98,950,98,0,145,950
7796450200,20140515,256883,3,2.5,2.0,0,0,3,8,2003,0,98023,47.2779,-122.347,157,466,157,0,236,464
7549802535,20141111,423000,4,2.0,1.5,0,0,5,7,1920,0,98108,47.5511,-122.312,183,602,104,78,139,602
3278600320,20140723,465000,3,2.5,2.0,0,0,3,8,2007,0,98126,47.5488,-122.372,199,379,199,0,162,221
2824079053,20150113,440000,3,2.5,2.0,0,0,3,7,1997,0,98024,47.5385,-121.911,177,6151,177,0,216,6249
1222069094,20141014,385000,3,1.75,1.0,0,0,4,7,1969,0,98038,47.4058,-121.994,125,14406,125,0,144,4734
3542300060,20150311,210000,3,1.0,1.0,0,0,4,6,1943,0,98056,47.5093,-122.184,79,1089,79,0,120,883
2222059065,20141112,297000,3,2.5,2.0,0,0,3,8,1994,0,98042,47.3777,-122.165,180,1389,180,0,188,970
7551300060,20140716,470000,3,1.0,1.0,0,0,3,7,1952,0,98107,47.675,-122.394,93,464,93,0,156,464
100600550,20140804,226500,3,1.5,1.0,0,0,4,7,1976,0,98023,47.3025,-122.37,120,684,83,37,132,696
3211100860,20150303,274250,3,1.0,1.0,0,0,4,6,1962,0,98059,47.4787,-122.158,84,785,84,0,130,746
3456000310,20140804,840000,4,1.75,1.0,0,0,4,9,1966,0,98040,47.5378,-122.219,230,1022,151,78,257,998
9526600140,20140919,677900,3,2.5,2.0,0,0,3,8,2010,0,98052,47.7073,-122.114,226,426,226,0,255,426
7465900060,20150205,425000,3,1.0,1.0,0,0,3,7,1915,0,98116,47.5733,-122.381,93,544,93,0,119,464
1222000055,20141123,180250,2,0.75,1.0,0,0,3,6,1941,0,98166,47.4604,-122.339,83,891,83,0,116,1326
6300000550,20140717,464000,6,3.0,2.0,0,0,3,7,1920,1994,98133,47.7067,-122.343,213,316,148,65,144,121
2310030510,20150422,320000,4,2.25,2.0,0,0,3,8,1993,0,98038,47.354,-122.047,144,704,144,0,151,594
1025049114,20140717,625504,3,2.25,2.0,0,0,3,8,2014,0,98105,47.6647,-122.284,117,145,98,19,107,123
8677300550,20140515,592500,4,2.5,1.0,0,0,3,9,1983,0,98074,47.6143,-122.017,208,1117,208,0,234,1149
4014400292,20150114,465000,3,2.5,2.0,0,0,3,9,2005,0,98001,47.3185,-122.275,252,1666,252,0,240,1708
1102000196,20140527,477000,4,2.75,2.0,0,0,3,8,1978,0,98118,47.5458,-122.268,159,582,159,0,197,808
257000138,20150115,280000,2,1.0,1.0,0,0,3,6,1923,0,98168,47.4889,-122.299,78,1523,78,0,102,1343
46100204,20150221,1505000,5,3.0,1.0,0,3,3,9,1957,1991,98040,47.5673,-122.21,306,3109,173,132,356,1946
1909600046,20140703,445838,3,2.5,2.0,0,0,3,8,2000,0,98146,47.5133,-122.379,209,528,209,0,122,500
1250202145,20140828,1072000,2,2.25,1.0,0,3,3,8,1947,0,98144,47.5884,-122.291,362,1380,181,181,239,481
7611200125,20141023,467000,2,1.5,1.0,0,0,4,8,1947,0,98177,47.7145,-122.367,122,1003,122,0,196,1118
5611500140,20140822,686000,4,2.5,2.0,0,0,3,10,1999,0,98075,47.5836,-122.026,256,598,256,0,285,755
7138000260,20140605,279950,3,2.0,1.0,0,0,3,7,1961,0,98198,47.398,-122.299,162,905,125,37,176,940
626059335,20140904,527000,4,2.25,2.0,0,0,3,8,1987,0,98011,47.7663,-122.215,216,1805,216,0,177,934
1922059282,20140918,325000,3,2.25,1.0,0,0,4,8,1966,0,98030,47.3758,-122.217,206,1488,165,40,193,890
705700390,20140903,328000,3,2.25,2.0,0,0,3,7,1994,0,98038,47.3828,-122.023,187,778,187,0,187,746
7454001200,20140604,390000,3,2.25,1.0,0,0,5,7,1942,0,98146,47.5123,-122.373,116,696,116,0,118,686
8682281200,20150309,479950,2,2.0,1.0,0,0,3,8,2005,0,98053,47.7076,-122.013,140,605,140,0,152,558
7972000200,20140529,264950,4,2.25,1.0,0,0,4,7,1978,0,98023,47.2922,-122.371,159,906,104,55,140,906
